lsNr;Betreiber;Straße;Hausnummer;Adresszusatz;Postleitzahl;Ort;Bundesland;Kreis/kreisfreie Stadt;Breitengrad;Längengrad;Inbetriebnahmedatum;Anschlussleistung;Normalladeeinrichtung;Anzahl Ladepunkte;Steckertypen1;P1 [kW];Public Key1;Steckertypen2;P2 [kW];Public Key2;Steckertypen3;P3 [kW];Public Key3;Steckertypen4;P4 [kW];Public Key4
610;Wissenschaftspark Kiel GmbH & Co. KG;Koboldstr.;1;;24118;Kiel;Schleswig-Holstein;Kreisfreie Stadt Kiel;54.34162519;10.12367035;2020-07-01;22;Normalladeeinrichtung;2;AC Steckdose Typ 2, AC Kupplung Typ 2;22;;AC Steckdose Typ 2, AC Kupplung Typ 2;22;;;;;;;
611;Wissenschaftspark Kiel GmbH & Co. KG;Koboldstr.;1;;24118;Kiel;Schleswig-Holstein;Kreisfreie Stadt Kiel;54.34162519;10.12367035;2020-07-01;22;Normalladeeinrichtung;2;AC Steckdose Typ 2, AC Kupplung Typ 2;22;;AC Steckdose Typ 2, AC Kupplung Typ 2;22;;;;;;;
612;Wissenschaftspark Kiel GmbH & Co. KG;Koboldstr.;1;;24118;Kiel;Schleswig-Holstein;Kreisfreie Stadt Kiel;54.34162519;10.12367035;2020-07-01;22;Normalladeeinrichtung;2;AC Steckdose Typ 2, AC Kupplung Typ 2;22;;AC Steckdose Typ 2, AC Kupplung Typ 2;22;;;;;;;
613;Wissenschaftspark Kiel GmbH & Co. KG;Koboldstr.;1;;24118;Kiel;Schleswig-Holstein;Kreisfreie Stadt Kiel;54.34162519;10.12367035;2020-07-01;22;Normalladeeinrichtung;2;AC Steckdose Typ 2, AC Kupplung Typ 2;22;;AC Steckdose Typ 2, AC Kupplung Typ 2;22;;;;;;;
614;Wissenschaftspark Kiel GmbH & Co. KG;Koboldstr.;1;;24118;Kiel;Schleswig-Holstein;Kreisfreie Stadt Kiel;54.34162519;10.12367035;2020-07-01;22;Normalladeeinrichtung;2;AC Steckdose Typ 2, AC Kupplung Typ 2;22;;AC Steckdose Typ 2, AC Kupplung Typ 2;22;;;;;;;
615;Wissenschaftspark Kiel GmbH & Co. KG;Koboldstr.;1;;24118;Kiel;Schleswig-Holstein;Kreisfreie Stadt Kiel;54.34162519;10.12367035;2020-07-01;22;Normalladeeinrichtung;2;AC Steckdose Typ 2, AC Kupplung Typ 2;22;;AC Steckdose Typ 2, AC Kupplung Typ 2;22;;;;;;;
616;Wissenschaftspark Kiel GmbH & Co. KG;Koboldstr.;1;;24118;Kiel;Schleswig-Holstein;Kreisfreie Stadt Kiel;54.34162519;10.12367035;2020-07-01;22;Normalladeeinrichtung;2;AC Steckdose Typ 2, AC Kupplung Typ 2;22;;AC Steckdose Typ 2, AC Kupplung Typ 2;22;;;;;;;
617;Wissenschaftspark Kiel GmbH & Co. KG;Koboldstr.;1;;24118;Kiel;Schleswig-Holstein;Kreisfreie Stadt Kiel;54.34162519;10.12367035;2020-07-01;22;Normalladeeinrichtung;2;AC Steckdose Typ 2, AC Kupplung Typ 2;22;;AC Steckdose Typ 2, AC Kupplung Typ 2;22;;;;;;;
618;Wissenschaftspark Kiel GmbH & Co. KG;Koboldstr.;1;;24118;Kiel;Schleswig-Holstein;Kreisfreie Stadt Kiel;54.34162519;10.12367035;2020-07-01;22;Normalladeeinrichtung;2;AC Steckdose Typ 2, AC Kupplung Typ 2;22;;AC Steckdose Typ 2, AC Kupplung Typ 2;22;;;;;;;
619;Gemeinschaftssiedlung Alte Gärtnerei e.V.;Alte Gärtnerei;2;;24113;Kiel;Schleswig-Holstein;Kreisfreie Stadt Kiel;54.300157;10.115232;2022-02-15;11;Normalladeeinrichtung;2;AC Steckdose Typ 2;11;;AC Steckdose Typ 2;11;;;;;;;
620;Lidl Dienstleistung GmbH & Co. KG;Rendsburger Landstr.;360;;24111;Kie-Russee;Schleswig-Holstein;Kreisfreie Stadt Kiel;54.3006081;10.0723165;2019-03-07;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
621;KR Buchenhof Bioenergie GmbH & Co.KG;Rosenstr.;56;;25365;Kl. Offenseth-Sparrieshoop;Schleswig-Holstein;Kreis Pinneberg;53.793476;9.692106;2019-09-30;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
622;Stadtwerke Nordfriesland GmbH;Bahnhofstraße;3;;25924;Klanxbüll;Schleswig-Holstein;Kreis Nordfriesland;54.863565;8.675318;2020-03-26;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;11;;;;;;;
623;Stadtwerke Nordfriesland GmbH;Toft;1;;25924;Klanxbüll;Schleswig-Holstein;Kreis Nordfriesland;54.862459;8.679261;2020-03-26;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
624;Stadtwerke Elmshorn;Dorfstraße;105;;25336;Klein Nordende;Schleswig-Holstein;Kreis Pinneberg;53.723736;9.662995;2018-07-01;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
625;Stadtwerke Elmshorn;Rosenstraße;17;;25365;Klein Offenseth-Sparrieshoop;Schleswig-Holstein;Kreis Pinneberg;53.78151;9.686211;2018-07-01;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
626;E.ON Drive GmbH;Plöner Straße;16;;23795;Klein Rönnau;Schleswig-Holstein;Kreis Segeberg;53.964143;10.320433;2021-04-20;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
627;Privatperson;Hainbuchenring;12;;23628;Klempau;Schleswig-Holstein;Kreis Herzogtum Lauenburg;53.7643517;10.6498981;2018-03-28;22;Normalladeeinrichtung;1;AC Kupplung Typ 2;22;;;;;;;;;;
628;Stadtwerke Husum GmbH;Mühlenstraße;27;;25840;Koldenbüttel;Schleswig-Holstein;Kreis Nordfriesland;54.385837;9.073346;2019-02-11;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
629;Best-of-Kollmar;Schulstraße;53;;25377;Kollmar;Schleswig-Holstein;Kreis Steinburg;53.728632;9.481651;2022-02-15;22;Normalladeeinrichtung;2;AC Steckdose Typ 2, AC Kupplung Typ 2, AC Schuko;11;;AC Steckdose Typ 2, AC Kupplung Typ 2, AC Schuko;11;;;;;;;
630;Stadtwerke Elmshorn;Heidkamp;31;;25337;Kölln-Reisiek;Schleswig-Holstein;Kreis Pinneberg;53.759802;9.687785;2018-07-01;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
631;Stadtwerke Elmshorn;Köllner Chaussee;129;;25337;Kölln-Reisiek;Schleswig-Holstein;Kreis Pinneberg;53.756461;9.706612;2020-10-26;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
632;Stadtwerke Elmshorn;Köllner Chaussee;129;;25337;Kölln-Reisiek;Schleswig-Holstein;Kreis Pinneberg;53.756462;9.706627;2020-10-26;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
633;Stadtwerke Glückstadt GmbH;Birkenweg;29;;25361;Krempe;Schleswig-Holstein;Kreis Steinburg;53.83829882;9.492803067;2018-10-04;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
634;Stadtwerke Heide GmbH;Tannenweg;2;A;25774;Krempel;Schleswig-Holstein;Kreis Dithmarschen;54.3221142;9.0278106;2021-11-16;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
635;Autohaus Kronshagen GmbH;Eckernförder Str.;230;;24119;Kronshagen;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;54.342336;10.100923;2021-02-21;39.6;Normalladeeinrichtung;2;DC Kupplung Combo;22;;AC Steckdose Typ 2;11;;;;;;;
636;Autohaus Rehder GmbH & Co. KG;Eckernförder Straße;298;;24119;Kronshagen;Schleswig-Holstein;Kreis Rendsburg-Eckernförde;54.346629;10.095988;2022-02-23;11;Normalladeeinrichtung;2;AC Steckdose Typ 2;11;;AC Steckdose Typ 2;11;;;;;;;
637;GP JOULE Connect GmbH;Theodor-Storm-Allee;2;;24848;Kropp;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.410908;9.508384;2018-11-17;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
638;Autohaus Thomsen GmbH;Werkstraße;2;;24848;Kropp;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.413018;9.528696;2021-02-21;39.6;Normalladeeinrichtung;2;DC Kupplung Combo;22;;AC Steckdose Typ 2;11;;;;;;;
639;Vereinigte Stadtwerke GmbH;Lübecker Straße;6c;;23628;Krummesse;Schleswig-Holstein;Kreis Herzogtum Lauenburg;53.781707;10.642045;2019-11-07;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
640;Vereinigte Stadtwerke GmbH;Schulweg;4;;23898;Labenz;Schleswig-Holstein;Kreis Herzogtum Lauenburg;53.711303;10.525257;2019-06-14;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
641;E.ON Drive GmbH;Hafenplatz;1;;24235;Laboe;Schleswig-Holstein;Kreis Plön;54.4037;10.2195;2019-09-19;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
642;Autohaus Laboe GmbH;Reiherweg;4;;24235;Laboe;Schleswig-Holstein;Kreis Plön;54.2352;10.1349;2021-08-04;22;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 0438 C16E 96D4 8ECC 4A2F 8E70 9152 F34C 6561 6D24 32CE ED18 5AB8 164B B9C5 D791 184A E146 0D17 CAE7 C37E CA58 7C21 E2F8 2AEB E446 7049 7BF0 8F83 84E6 FCD1 C5A3 BC;;;;;;;;;
643;Privatperson;Strandstraße;38;;24235;Laboe;Schleswig-Holstein;Kreis Plön;54.407889;10.222946;2022-04-26;22;Normalladeeinrichtung;1;AC Steckdose Typ 2;11;;;;;;;;;;
644;Stadtwerke Nordfriesland GmbH;Dorfstraße;38;;25926;Ladelund;Schleswig-Holstein;Kreis Nordfriesland;54.841034;9.022628;2020-07-16;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
645;GP JOULE Connect GmbH;Strandweg;0;;24977;Langballig;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.82165053;9.655174613;2021-08-25;22;Normalladeeinrichtung;4;AC Steckdose Typ 2;22;3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 04D4 125F 8847 8AB4 5CFF 8EDB 4A88 371D 5518 FA2C 76D5 4E9A B078 49FF F1E6 7A9B 2D74 AE89 D5FD 7C7B 2F95 41B5 53D8 A2CA 2248 D193 8008 DAE4 F05C E208 E79B D369 73;AC Steckdose Typ 2;22;3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 04AC 4600 3F20 974C D710 19FB DB9B 69C2 A77E 7A2B C01E F8A4 D078 07A3 48FB F457 832B 599E 171F 4767 03F7 4471 43D3 98EA 1439 B02A D75D 8238 CAF5 942C F724 EA36 DF;AC Steckdose Typ 2;22;3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 0455 7136 C427 AEFA BA76 84E5 34BA 4AD9 DA77 7587 5920 E31C F531 474C 15B3 A871 FEEC DAC8 8C7D C5AA 580F FA33 BEB6 F800 491C A4DA 391C D01A FDAA 7A25 2F97 8B7D 5E;AC Steckdose Typ 2;22;3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 04E9 DAFC FA0F 44DE D86E 2D9A C540 D400 BBAC F35A C80A ECCA 5FC2 C20E 5B73 5DEA 52CC 97F1 7E59 2E61 2719 2063 3380 404D C150 BC73 80AC 1A6F 1655 1EFB D5CB F232 A5
646;GP JOULE Connect GmbH;An der B 5;10a;;25842;Langenhorn;Schleswig-Holstein;Kreis Nordfriesland;54.68638203;8.95676314;2020-04-02;300;Schnellladeeinrichtung;2;DC Kupplung Combo;150;3056301006072A8648CE3D020106052B8104000A0342000419656E31FAC13D1BCEE39ED3CB9AB0C932289A60327E83B9F5BD8E5CCEEE1E1633065CDDB76820F3FA426B0DFAD283920F9E53F7F082B3430F96F202FF0B143E;DC Kupplung Combo;150;3056301006072A8648CE3D020106052B8104000A03420004D7837D2F2CD4936C6764422707FA8ED880D8A4FF661D7C2066531E73C9441384C70E95A56C75D33D22C34066DFB69F62A8B981C75F76B30532FDCA256DBD0975;;;;;;
647;GP JOULE Connect GmbH;An der B 5;10a;;25842;Langenhorn;Schleswig-Holstein;Kreis Nordfriesland;54.68549232;8.957344294;2019-09-16;150;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;3056301006072A8648CE3D020106052B8104000A034200043F4ACF8F1D2887F0A702E8DEECFB58CD40EC26B8F155431E58EB7B64B6BD60AC16FC96F4FF57820B2B9E60E5788823509280726E9E103485C23227126353A83C;;;;;;;;;
648;Lidl Dienstleistung GmbH & Co. KG;Hamburgerstraße;47;;21481;Lauenburg;Schleswig-Holstein;Kreis Herzogtum Lauenburg;53.3739462;10.5480332;2018-11-27;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
649;VersorgungsBetriebe Elbe GmbH;Hamburger Straße;9-11;;21481;Lauenburg / Elbe;Schleswig-Holstein;Kreis Herzogtum Lauenburg;53.373785;10.552642;2017-03-30;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
650;VersorgungsBetriebe Elbe GmbH;Alter Bahnhof;1;;21481;Lauenburg / Elbe;Schleswig-Holstein;Kreis Herzogtum Lauenburg;53.370041;10.566966;2017-08-03;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
651;VersorgungsBetriebe Elbe GmbH;Weingarten;0;Parkplatz;21481;Lauenburg / Elbe;Schleswig-Holstein;Kreis Herzogtum Lauenburg;53.374056;10.554083;2022-06-30;150;Schnellladeeinrichtung;2;DC Kupplung Combo;150;;DC Kupplung Combo;150;;;;;;;
652;VersorgungsBetriebe Elbe GmbH;Bei der Palmschleuse;0;;21481;Lauenburg/Elbe;Schleswig-Holstein;Kreis Herzogtum Lauenburg;53.375014;10.585823;2021-10-28;150;Schnellladeeinrichtung;1;DC Kupplung Combo;150;;DC Kupplung Combo;150;;;;;;;
653;MARKANT;Industriestraße;13;;25917;Leck;Schleswig-Holstein;Kreis Nordfriesland;54.777605;8.980908;2021-04-30;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
654;Stadtwerke Nordfriesland GmbH;Am Stadion;3;;25917;Leck;Schleswig-Holstein;Kreis Nordfriesland;54.768043;8.980437;2020-03-09;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
655;Stadtwerke Nordfriesland GmbH;Am Süderholz;13;B;25917;Leck;Schleswig-Holstein;Kreis Nordfriesland;54.768816;8.980947;2020-03-09;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
656;Stadtwerke Nordfriesland GmbH;Am Süderholz;13;B;25920;Leck;Schleswig-Holstein;Kreis Nordfriesland;54.768816;8.980947;2020-03-10;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
657;Stadtwerke Nordfriesland GmbH;Gutenbergring;1;;25917;Leck;Schleswig-Holstein;Kreis Nordfriesland;54.77239;8.984895;2020-03-09;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
658;Stadtwerke Nordfriesland GmbH;Karrharder Straße;10;;25917;Leck;Schleswig-Holstein;Kreis Nordfriesland;54.775031;8.958752;2020-03-09;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
659;Stadtwerke Nordfriesland GmbH;Marktstraße;7;-9;25917;Leck;Schleswig-Holstein;Kreis Nordfriesland;54.773883;8.971592;2014-04-16;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
660;Stadtwerke Nordfriesland GmbH;Ruhwinkel;2;;25917;Leck;Schleswig-Holstein;Kreis Nordfriesland;54.773641;8.991327;2020-03-09;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
661;Stadtwerke Nordfriesland GmbH;Toftstraße;2;;25917;Leck;Schleswig-Holstein;Kreis Nordfriesland;54.772253;8.970344;2018-12-19;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
662;Stadtwerke Nordfriesland GmbH;Flensburger Str.;2;;25917;Leck;Schleswig-Holstein;Kreis Nordfriesland;54.7703;8.976793;2021-08-05;75;Schnellladeeinrichtung;2;AC Steckdose Typ 2;22;;DC Kupplung Combo;50;;;;;;;
663;Vereinigte Stadtwerke GmbH;Neversdorfer Straße;1;;23816;Leezen;Schleswig-Holstein;Kreis Segeberg;50.865765;10.252332;2019-08-30;75;Schnellladeeinrichtung;3;DC Kupplung Combo;50;;AC Kupplung Typ 2, DC Kupplung Combo, DC CHAdeMO;50;;AC Steckdose Typ 2;22;;;;
664;HanseWerk Charging Station;Eutiner Straße;2;;23738;Lensahn;Schleswig-Holstein;Kreis Ostholstein;54.22004;10.88417;2017-03-23;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
665;HanseWerk Charging Station;Doktor-Julius-Stinde-Straße;0;;23738;Lensahn;Schleswig-Holstein;Kreis Ostholstein;54.21384;10.88137;2017-03-23;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
666;E.ON Drive GmbH;Lübecker Straße;28;;23738;Lensahn;Schleswig-Holstein;Kreis Ostholstein;54.213946;10.881713;2017-03-22;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
667;E.ON Drive GmbH;Eutiner Str.;4a;;23738;Lensahn;Schleswig-Holstein;Kreis Ostholstein;54.220016;10.884069;2017-03-22;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
668;E.ON Drive GmbH;Dieselstraße;4;bei Nr. 4;23738;Lensahn;Schleswig-Holstein;Kreis Ostholstein;54.218255;10.897136;2019-09-25;72;Schnellladeeinrichtung;2;AC Kupplung Typ 2;22;;DC Kupplung Combo, DC CHAdeMO;50;;;;;;;
669;E.ON Drive GmbH;Dieselstraße;2;;23738;Lensahn;Schleswig-Holstein;Kreis Ostholstein;54.217937;10.897398;2019-09-25;72;Schnellladeeinrichtung;2;AC Kupplung Typ 2;50;;DC Kupplung Combo, DC CHAdeMO;22;;;;;;;
670;e-Mobilität Linnau/Lindewitt e.V.;Am Spielplatz;4;;24969;Lindewitt;Schleswig-Holstein;Kreis Schleswig-Flensburg;54.703644;9.17431;2018-12-01;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
671;Energieversorgung Sylt GmbH;Hafenstraße;37;Erlebniszentrum Naturgewalten;25992;List;Schleswig-Holstein;Kreis Nordfriesland;55.0196;8.43851;2016-01-29;44;Normalladeeinrichtung;2;AC Steckdose Typ 2, AC Schuko;22;E8385FEA64D27F17F839E7A81918D377B3E60606D64C6B1E6A5ABFACE8055AEEDD6F4F4AB05D71A6BF9813AAC41B588C;AC Steckdose Typ 2, AC Schuko;22;396C8E011C13BA922F44F19D972D9434EBE92177BF9402F9E55239B2CCFB3ACEE1C45CE1DAFC5A5C9D90A3AA184D87D3;;;;;;
672;Allego GmbH;Luisenstraße;4;;23568;Lübeck;Schleswig-Holstein;Kreisfreie Stadt Lübeck;53.886906;10.706809;2017-10-04;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;11;;AC Steckdose Typ 2;11;;;;;;;
673;Allego GmbH;Zum Hafenplatz;1;;23570;Lübeck;Schleswig-Holstein;Kreisfreie Stadt Lübeck;53.940018;10.851833;2018-08-03;93;Schnellladeeinrichtung;2;DC Kupplung Combo, DC CHAdeMO;50;;AC Kupplung Typ 2;43;;;;;;;
674;Allego GmbH;Ratzeburger Allee;50;;23562;Lübeck;Schleswig-Holstein;Kreisfreie Stadt Lübeck;53.850496;10.703163;2019-09-11;43;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
675;Allego GmbH;Zum Hafenplatz;1;;23570;Lübeck;Schleswig-Holstein;Kreisfreie Stadt Lübeck;53.940018;10.851833;2019-09-13;28;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
676;Allego GmbH;Bei der Lohmuehle;11A;;23554;Lübeck;Schleswig-Holstein;Kreisfreie Stadt Lübeck;53.879667;10.668114;2020-01-22;93;Schnellladeeinrichtung;2;DC Kupplung Combo, DC CHAdeMO;50;;AC Kupplung Typ 2;43;;;;;;;
677;Allego GmbH;Bei der Lohmuehle;11A;;23554;Lübeck;Schleswig-Holstein;Kreisfreie Stadt Lübeck;53.879667;10.668114;2020-04-23;320;Schnellladeeinrichtung;2;DC Kupplung Combo;80;;DC Kupplung Combo;320;;;;;;;
678;Allego GmbH;Oslostraße;2;;23560;Lübeck;Schleswig-Holstein;Kreisfreie Stadt Lübeck;53.832489;10.651147;2021-12-22;150;Schnellladeeinrichtung;2;DC Kupplung Combo;150;;DC Kupplung Combo;150;;;;;;;
679;GP JOULE Connect GmbH;Maria-Goeppert-Str.;9a;;23562;Lübeck;Schleswig-Holstein;Kreisfreie Stadt Lübeck;53.8339846;10.6939208;2016-09-21;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
680;GP JOULE Connect GmbH;Königstraße;84-96;;23552;Lübeck;Schleswig-Holstein;Kreisfreie Stadt Lübeck;53.865102;10.686306;2020-01-21;22;Normalladeeinrichtung;1;AC Steckdose Typ 2;22;"3 0593 0130 6072 A864 8CE3 D020 1060 82A8 648C E3D0 3010 7034 2000 4AED 54E6 20E0 246D FF57 9D81 9506 EB92 4E07 C6E9 B75A 0D7B 4A72 BF64 F40F 2474 A08F 534C B70A E4F5 67A1 10BF EBBC 1FA2 F6C5 0B78 308B BE52 0C3B 0A8F 5255 A5F7 1""";;;3 0593 0130 6072 A864 8CE3 D020 1060 82A8 648C E3D0 3010 7034 2000 4199 CD5E FDDD EB36 8162 97C6 9784 0CC7 F240 2292 0AFD F0C2 1845 D7DC 4334 A614 D5F5 BA52 0E98 0E32 C24F FFB6 A753 38CC 881D 1201 42F8 9A8B 54E1 35AE F7F4 3B90 E;;;;;;
681;GP JOULE Connect GmbH;Bohlkamp;17;;23564;Lübeck;Schleswig-Holstein;Kreisfreie Stadt Lübeck;53.845856;10.748363;2021-03-05;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 044B 55F1 9E02 7E27 FFA4 49C3 A6E3 4BC4 B0CF C35E 615A 4F63 3020 51F5 F6B0 07A7 473A 7619 A8A2 5DE5 F0AE 4431 6E68 BD8A 5F8C D763 9CD2 7538 44EF BE76 40FE 9829 5F;AC Steckdose Typ 2;22;3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 04F3 769F 36A0 B250 FB09 5050 974C A480 9FCA AD81 08B1 E099 6A50 F5B4 070D BCA3 A740 BAEB 5A12 752E F280 880A 5844 648A 8CEC 2518 AA74 5A57 885E E563 0A1D A2CE 8A;;;;;;
682;GP JOULE Connect GmbH;Bohlkamp;17;;23564;Lübeck;Schleswig-Holstein;Kreisfreie Stadt Lübeck;53.8459;10.74883;2021-03-23;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;11;3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 044B 55F1 9E02 7E27 FFA4 49C3 A6E3 4BC4 B0CF C35E 615A 4F63 3020 51F5 F6B0 07A7 473A 7619 A8A2 5DE5 F0AE 4431 6E68 BD8A 5F8C D763 9CD2 7538 44EF BE76 40FE 9829 5F;AC Steckdose Typ 2;11;3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 04F3 769F 36A0 B250 FB09 5050 974C A480 9FCA AD81 08B1 E099 6A50 F5B4 070D BCA3 A740 BAEB 5A12 752E F280 880A 5844 648A 8CEC 2518 AA74 5A57 885E E563 0A1D A2CE 8A;;;;;;
683;GP JOULE Connect GmbH;Kolberger Platz;1;;23558;Lübeck;Schleswig-Holstein;Kreisfreie Stadt Lübeck;53.855361;10.66105;2022-03-24;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
684;GP JOULE Connect GmbH;Schneewittchenweg;2;;23560;Lübeck;Schleswig-Holstein;Kreisfreie Stadt Lübeck;53.8414543;10.6283595;2022-03-23;22;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
685;E.ON Drive GmbH;Possehlstraße;4;bei Nr. 4;23560;Lübeck;Schleswig-Holstein;Kreisfreie Stadt Lübeck;53.853257;10.679905;2019-05-06;72;Schnellladeeinrichtung;2;AC Kupplung Typ 2;22;;DC Kupplung Combo, DC CHAdeMO;50;;;;;;;
686;IKEA Deutschland GmbH;Dänischburger Landstraße;79;;23569;Lübeck;Schleswig-Holstein;Kreisfreie Stadt Lübeck;53.912575;10.733493;2017-07-19;42;Normalladeeinrichtung;2;AC Kupplung Typ 2;22;;DC Kupplung Combo, DC CHAdeMO;20;;;;;;;
687;IKEA Deutschland GmbH;Dänischburger Landstraße;79;;23569;Lübeck;Schleswig-Holstein;Kreisfreie Stadt Lübeck;53.912575;10.733493;2017-07-19;42;Normalladeeinrichtung;2;AC Kupplung Typ 2;22;;DC Kupplung Combo, DC CHAdeMO;20;;;;;;;
688;Autohaus Hansa Nord GmbH;Berliner Straße;8-10;;23560;Lübeck;Schleswig-Holstein;Kreisfreie Stadt Lübeck;53.848909;10.682913;2019-02-12;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
689;Autohaus Hansa Nord GmbH;Berliner Straße;8-10;;23560;Lübeck;Schleswig-Holstein;Kreisfreie Stadt Lübeck;53.848909;10.682913;2019-02-12;44;Normalladeeinrichtung;2;AC Steckdose Typ 2;22;;AC Steckdose Typ 2;22;;;;;;;
690;United Capital Beteiligungsgesellschaft mbH;Paul-Ehrlich-Str.;1-3;;23562;Lübeck;Schleswig-Holstein;Kreisfreie Stadt Lübeck;53.8317693;10.6921398;2019-01-24;21;Normalladeeinrichtung;2;AC Steckdose Typ 2;21;;AC Steckdose Typ 2;21;;;;;;;
